#  
#  File name: LBand_Freq_Wake_XY_0.dat. 
#  RMJ, 19-0PST, 3-11-2005.
#  
# Freq (GHz), Q, Kick (V/C/m**2), Degeneracy Splitting (GHz)
# Wake[s] = 2*Sin[2*Pi*degen_freq*s/(2c)]*Sum[Cos[2*Pi*f*s/c]*Exp[-2*Pi*f*s/(2cQ)]*K] 
#  
 1.65444 81785.5 5.774165734800371e11  0.000901939
  1.6991 51778.2 8.478334923917794e12  0.000527223
 1.72692 23105.8 1.1711232118382152e13 0.000517969
  1.7549 20217.3 1.6283507481865642e12 0.000554264
 1.78639 5997.27 1.3166022536985845e12 0.000664412
 1.79451 8865.56 5.768144287211234e11  0.00120118
 1.83564 47871.3 3.4549325907669904e11 0.000808475
 1.85205 20970.4 2.902503862399133e11  0.000985678
 1.86438 42824.5 4.9044513546663e12    0.000564863
  1.8748 68897.2 6.513790481670509e12  0.00112737
 1.88038  93107. 1.2899645241577256e12 0.000879978
  2.5622 99212.6 7.895152095327302e11  0.000757419
 2.57278 89010.5 3.7223918460194824e11 0.000699478
 2.57834 41637.6 1.7812404277959117e13 0.000784507
